,충전소명,충전소ID,충전기ID,충전타입,주소,위도,경도,상태갱신일시,최종충전시작,최종충전종료,충전중시작,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(1분),0 : 1
1561,노형e-편한세상,JD110007,01,06,제주특별자치도 제주시 수덕로 78,33.48463086,126.467973,20220621111810,20220620185556,20220620193558,20220620185556,,,50,,,Y,9,9
1562,함덕광명샤인빌,JD110008,01,06,제주특별자치도 제주시 조천읍 함덕30길 27,33.538023,126.677073,20220621111810,20220621032050,20220621040053,20220621032050,,,50,,,Y,9,9
1563,하귀휴먼시아1단지아파트,JD110009,01,06,제주특별자치도 제주시 애월읍 하귀9길 45,33.4840067,126.4164477,20220621111810,20220620112146,20220620120149,20220620112146,,,50,,,Y,9,9
1564,노형뜨란채아파트,JD110010,01,06,제주특별자치도 제주시 수덕로 44,33.487982,126.4706243,20220621111810,20220621065016,20220621072142,20220621065016,,,50,,,Y,9,9
1565,노형뜨란채아파트,JD110010,02,06,제주특별자치도 제주시 수덕로 44,33.487982,126.4706243,20220621111810,20220621083619,20220621084721,20220621103129,,,50,,,Y,9,9
1566,화북동공영주차장,JD110011,01,06,제주특별자치도 제주시,33.5199554,126.5735082,20220621111810,20220621070910,20220621074909,20220621075022,,,50,,,Y,9,9
1567,화북동공영주차장,JD110011,02,06,제주특별자치도 제주시,33.5199554,126.5735082,20220621111810,20220620162047,20220620170048,20220621073735,,,50,,,Y,9,9
1568,옹포리사무소,JD110012,01,06,제주특별자치도 제주시 한림읍 월계로 21,33.4034078,126.2553962,20220621111810,20220621094954,20220621095053,20220621094954,,,50,,,Y,9,9
1569,한림금능농공단지(제주맥주),JD110013,01,06,제주특별자치도 제주시 한림읍 금능농공길 62-11,33.3582846,126.2411858,20220621111810,20220621073001,20220621075326,20220621073001,,,50,,,Y,9,9
1570,한경체육관,JD110014,01,06,제주특별자치도 제주시 한경면 칠전로 41,33.3011526,126.1845393,20220621111810,20220621094117,20220621100147,20220621094117,,,50,,,Y,9,9
1571,하귀문화의집,JD110015,01,06,제주특별자치도 제주시 애월읍 하귀로21길 30,33.47963015,126.40331894,20220621111810,20220620215919,20220620223316,20220620215919,,,50,,,Y,9,9
1572,조천도서관,JD110016,01,06,제주특별자치도 제주시 조천읍 일주동로 1189,33.53769415,126.667639,20220621111810,20220621092808,20220621100809,20220621092808,,,50,,,Y,9,9
1573,에코촌 유스호스텔,JD110017,01,06,제주특별자치도 제주시 조천읍 북흘로 376-9,33.5168867,126.7037204,20220621111810,20220620134226,20220620141114,20220621095746,,,50,,,Y,9,9
1574,중앙병원,JD110019,01,06,제주특별자치도 제주시 월랑로 91,33.49122705,126.46979762,20220621111810,20220620224220,20220620230845,20220620224220,,,50,,,Y,9,9
1575,중앙병원,JD110019,02,06,제주특별자치도 제주시 월랑로 91,33.49122705,126.46979762,20220621111810,20220620234057,20220620235408,20220620234057,,,50,,,Y,9,9
1576,그루터기,JD110020,01,06,제주특별자치도 제주시 원당북로 65,33.53302043,126.60013206,20220621111810,20220617090840,20220617094841,20220617090840,,,50,,,Y,9,9
1577,우도면 조일리사무소,JD110021,01,06,제주특별자치도 제주시 우도면 우도비양길 89,33.5098063,126.9629057,20220621111810,20220617124507,20220617132508,20220617124507,,,50,,,Y,9,9
1578,제주장애인스포츠센터,JD110022,01,06,제주특별자치도 제주시,33.48652631,126.4368259,20220621111810,20220620194923,20220620201517,20220621082049,,,50,,,Y,9,9
1579,제주장애인스포츠센터,JD110022,02,06,제주특별자치도 제주시,33.48652631,126.4368259,20220621111810,20220621082916,20220621083602,20220621082916,,,50,,,Y,9,9
1580,대한적십자 제주혈액원,JD110023,01,06,제주특별자치도 제주시 오남로 45,33.4912004,126.520229,20220621111810,20220620205104,20220620205200,20220621085751,,,50,,,Y,9,9
1581,한라도서관,JD110024,01,06,제주특별자치도 제주시 오남로 221,33.47621593,126.516175,20220621111810,20220621091631,20220621092025,20220621091631,,,50,,,Y,9,9
1582,영평하동 마을회관,JD110025,01,06,제주특별자치도 제주시 영강길 142,33.4863137,126.5738883,20220621111810,20220620124819,20220620132044,20220620193205,,,50,,,Y,9,9
1583,중엄리사무소,JD110027,01,06,제주특별자치도 제주시 애월읍 중용길 6,33.4727098,126.372614,20220621111810,20220621080753,20220621084754,20220621080753,,,50,,,Y,9,9
1584,한길정보통신학교,JD110028,01,06,제주특별자치도 제주시 애월읍 장소로 515,33.4083898,126.3860311,20220621111810,20220620114910,20220620120353,20220620114910,,,50,,,Y,9,9
1585,부면동정류장 뒤 마을시설,JD110029,01,06,제주특별자치도 제주시 애월읍 어림비로 203,33.41639691,126.3325313,20220621111810,20220620143446,20220620151447,20220621101754,,,50,,,Y,9,9
1586,납읍리보건소,JD110030,01,06,제주특별자치도 제주시 애월읍 납읍로2길 2,33.43872311,126.33012631,20220621111810,20220621001344,20220621001919,20220621101547,,,50,,,Y,9,9
1587,고성2리경로당,JD110031,01,06,제주특별자치도 제주시 애월읍 고성남1길 1,33.4356323,126.4252454,20220621111810,20220620224605,20220620230229,20220621102104,,,50,,,Y,9,9
1588,한원리노인복지관,JD110032,01,06,제주특별자치도 제주시 한경면 신한로 185,33.33851703,126.1959637,20220621111810,20220620193558,20220620195948,20220620193558,,,50,,,Y,9,9
1589,한라병원,JD110034,01,06,제주특별자치도 제주시 도령로 65,33.4896681,126.4849521005,20220621111810,20220620155653,20220620162210,20220620155653,,,50,,,N,9,9
1590,시민복지타운 공영주차장,JD110035,01,06,제주특별자치도 제주시,33.4888961,126.5259043,20220621111810,20220621061307,20220621061641,20220621103504,,,50,,,Y,9,9
1591,시민복지타운 공영주차장,JD110035,02,06,제주특별자치도 제주시,33.4888961,126.5259043,20220621111810,20220621090208,20220621092956,20220621100812,,,50,,,Y,9,9
1592,한국교통방송 제주본부,JD110036,01,06,제주특별자치도 제주시 기자길 101,33.47842377,126.5499966,20220621111810,20220620230735,20220620234736,20220621062402,,,50,,,Y,9,9
1593,한국교통방송 제주본부,JD110036,02,06,제주특별자치도 제주시 기자길 101,33.47842377,126.5499966,20220621111810,20220621095055,20220621100510,20220621095055,,,50,,,Y,9,9
1594,금악리새마을회,JD110037,01,06,제주특별자치도 제주시 한림읍 금악로1길 15,33.36007468,126.2947019,20220621111810,20220621085545,20220621093546,20220621085545,,,50,,,Y,9,9
1595,구좌농공단지(제주이야기),JD110038,01,06,제주특별자치도 제주시 구좌읍 행원로13길 67,33.5532597,126.8168887,20220621111810,20220620161555,20220620165556,20220620161555,,,50,,,Y,9,9
1596,동복ESH주택,JD110040,01,06,제주특별자치도 제주시,33.54812678,126.7064619,20220621111810,20220619142954,20220619150955,20220619201145,,,50,,,Y,9,9
1597,모로왓제2공영주차장,JD110041,01,06,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220620124157,20220620130048,20220620124157,,,50,,,N,9,9
1598,모로왓제2공영주차장,JD110041,02,04,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220621070333,20220621074720,20220621070333,,,50,,,N,9,9
1599,모로왓제2공영주차장,JD110041,03,01,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220618210449,20220618213018,20220618210449,,,50,,,N,9,9
1600,모로왓제2공영주차장,JD110041,04,04,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220620110633,20220620115021,20220620110633,,,50,,,N,9,9
1601,모로왓제2공영주차장,JD110041,05,01,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220620214152,20220620221055,20220620214152,,,50,,,N,9,9
1602,모로왓제2공영주차장,JD110041,06,04,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220621042241,20220621044922,20220621042241,,,50,,,N,9,9
1603,모로왓제2공영주차장,JD110041,07,01,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220620140635,20220620141433,20220620140635,,,50,,,N,9,9
1604,모로왓제2공영주차장,JD110041,08,02,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220621042853,20220621095354,20220621042853,,,50,,,N,9,9
1605,모로왓제2공영주차장,JD110041,09,02,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220620191908,20220621035325,20220621073952,,,50,,,N,9,9
1606,모로왓제2공영주차장,JD110041,10,02,제주특별자치도 제주시,33.5117328,126.5442340,20220621111810,20220619173826,20220619195408,20220619173826,,,50,,,N,9,9
1607,아라동공영주차장,JD110042,01,06,제주특별자치도 제주시,33.47830396,126.55289179,20220621111810,20220621022449,20220621025406,20220621022449,,,50,,,Y,9,9
1608,종남공영주차장,JD110043,01,06,제주특별자치도 제주시,33.48412232,126.47133648,20220621111810,20220621090338,20220621091310,20220621090338,,,50,,,N,9,9
1609,탐라장애인종합복지관,JD110044,01,06,제주특별자치도 제주시 광양4길 32,33.501412004,126.5251149,20220621111810,20220621065932,20220621073939,20220621065932,,,50,,,Y,9,9
1610,외도동생활문화센터,JD110045,01,06,제주특별자치도 제주시 우정로15길 42-7,33.48851573,126.43347610,20220621111810,20220621082332,20220621084234,20220621082332,,,50,,,Y,9,9
1611,한화꿈에그린아파트,JD110046,01,06,제주특별자치도 제주시 원노형로 102,33.4799138,126.4838837,20220621111810,20220620191733,20220620195740,20220620191733,,,50,,,Y,9,9
1612,일도대림1차아파트,JD110047,01,06,제주특별자치도 제주시 태성로 31,33.5009473,126.550594,20220621111810,20220620131018,20220620135019,20220620131018,,,50,,,Y,9,9
1613,노형부영3차아파트,JD110048,01,06,제주특별자치도 제주시 과원로 27,33.4768804,126.4863699,20220621111810,20220621080656,20220621083642,20220621080656,,,50,,,Y,9,9
1614,이도빌리지,JD110049,01,06,제주특별자치도 제주시 516로 3080,33.4498012,126.5535836,20220621111810,20220621000443,20220621001542,20220621000443,,,50,,,Y,9,9
1615,대흘1리마을회관 맞은편 주차장,JD110050,01,06,제주특별자치도 제주시 조천읍 대흘리 2251-4,33.49847347,126.65481077,20220621111810,20220621072602,20220621073725,20220621072602,,,50,,,Y,9,9
1616,대흘2리마을회관,JD110051,01,06,제주특별자치도 제주시 조천읍 곱은달길 19,33.51400328,126.75278304,20220621111810,20220620180308,20220620182518,20220620180308,,,50,,,Y,9,9
1617,신산동경로당,JD110052,01,06,제주특별자치도 제주시 구좌읍 김녕로14길 29,33.55257433,126.75278304,20220621111810,20220620155521,20220620163525,20220620155521,,,50,,,Y,9,9
1618,용담1동노인복지회관,JD110053,01,06,제주특별자치도 제주시 서문로 37-10,33.51139003,126.51463128,20220621111810,20220621094736,20220621100043,20220621094736,,,50,,,Y,9,9
1619,우주전파센터,JD110054,01,06,제주특별자치도 제주시 한림읍 귀덕로 198-6,33.42704154,126.29687307,20220621111810,20220620142116,20220620143424,20220620142116,,,50,,,Y,9,9
1620,춘강장애인근로센터,JD110055,01,06,제주특별자치도 제주시 516로 3114,33.45197135,126.55289661,20220621111810,20220620132838,20220620140842,20220620132838,,,50,,,Y,9,9
1621,아라119안전센터,JD110056,01,06,제주특별자치도 제주시 사송길 116,33.46804310,126.56576191,20220621111810,20220620184451,20220620184948,20220620184451,,,50,,,Y,9,9
1622,누리터,JD110057,01,06,제주특별자치도 제주시 애월읍 유수암로 218,33.42599041,126.40248193,20220621111810,20220620133207,20220620135335,20220620133207,,,50,,,Y,9,9
1623,누리터,JD110057,02,06,제주특별자치도 제주시 애월읍 유수암로 218,33.42599041,126.40248193,20220621111810,20220620095205,20220620101145,20220620095205,,,50,,,Y,9,9
1624,우당도서관,JD110058,01,06,제주특별자치도 제주시 사라봉동길 30,33.51485073,126.54822589,20220621111810,20220621093541,20220621094346,20220621104220,,,50,,,Y,9,9
1625,우당도서관,JD110058,02,06,제주특별자치도 제주시 사라봉동길 30,33.51485073,126.54822589,20220621111810,20220621094407,20220621100007,20220621094407,,,50,,,Y,9,9
1626,느지리오름주차장,JD110059,01,06,제주특별자치도 제주시 한림읍 상명리 산 6번지,33.36282075,126.26035142,20220621111810,20220621102246,20220621104202,20220621102246,,,50,,,Y,9,9
1627,심인요양원,JD110060,01,06,제주특별자치도 제주시 고사마루길 125,33.47109423,126.47449774,20220621111810,20220618190213,20220618192715,,,,50,,,Y,9,9
1628,금악건강증진센터,JD110061,01,06,제주특별자치도 제주시 한림읍 한창로 1295-1,33.35653792,126.29664550,20220621111810,20220620143624,20220620144648,20220621104049,,,50,,,Y,9,9
1629,용운동복지회관,JD110062,01,06,제주특별자치도 제주시 한림읍 한림해안로 485,33.43578576,126.27228752,20220621111810,20220619173209,20220619181213,20220619173209,,,50,,,Y,9,9
1630,세화리사무소,JD110063,01,06,제주특별자치도 제주시 구좌읍 세평항로 46-9,33.52699196,126.85603216,20220621111810,20220620183807,20220620191811,20220620183807,,,50,,,Y,9,9
1631,와흘리사무소,JD110064,01,06,제주특별자치도 제주시 조천읍 와흘4길 10,33.50469403,126.63498641,20220621111810,20220620210517,20220620214521,20220620210517,,,50,,,Y,9,9
1632,조수1리다목적회관,JD110065,01,06,제주특별자치도 제주시 한경면 조수7길 55,33.33739036,126.22871062,20220621111810,20220619183357,20220619185404,20220619183357,,,50,,,Y,9,9
1633,제주청소년수련원,JD110066,01,06,제주특별자치도 제주시 한림읍 금능남로 128,33.37754588,126.23613655,20220621111810,20220619191517,20220619195521,20220619191517,,,50,,,Y,9,9
1634,제주청소년수련원,JD110066,02,06,제주특별자치도 제주시 한림읍 금능남로 128,33.37754588,126.23613655,20220621111810,20220611090812,20220611094816,20220611090812,,,50,,,Y,9,9
1635,한림읍주민자치센터 옆 공영주차장,JD110067,01,06,제주특별자치도 제주시 한림읍 한림리 1441-4,33.41283392,126.26256700,20220621111810,20220621084652,20220621091229,20220621084652,50,단독,50,,,Y,9,9
1636,오봉리복지회관,JD110068,01,06,제주특별자치도 제주시 우도면 우도로 280,33.51662780,126.95158978,20220621111810,20220619081140,20220619085144,20220619081140,,,50,,,Y,9,9
1637,장전마을회관,JD110069,01,06,제주특별자치도 제주시 애월읍 장전로 106,33.45061268,126.38910679,20220621111810,20220621083422,20220621090320,20220621083422,,,50,,,Y,9,9
1638,하귀1리공영주차장,JD110070,01,06,제주특별자치도 제주시 애월읍 하귀1리 118-1,33.48588154,126.41440718,20220621111810,20220621084342,20220621091838,20220621084342,,,50,,,Y,9,9
1639,하귀1리공영주차장,JD110070,02,06,제주특별자치도 제주시 애월읍 하귀1리 118-1,33.48588154,126.41440718,20220621111810,20220621083112,20220621091022,20220621102731,,,50,,,Y,9,9
1640,삼다수숲길 주차장,JD110071,01,06,제주특별자치도 제주시 조천읍 교래리 280,33.42740026,126.67403846,20220621111810,20220621085825,20220621093829,20220621085825,,,50,,,Y,9,9
1641,한경면종합복지회관,JD110072,01,06,제주특별자치도 제주시 한경면 칠전로 37,33.30047583,126.18370794,20220621111810,20220620180013,20220620184017,20220620180013,,,50,,,Y,9,9
1642,한경면종합복지회관,JD110072,02,06,제주특별자치도 제주시 한경면 칠전로 37,33.30047583,126.18370794,20220621111810,20220620210114,20220620212702,20220620210114,,,50,,,Y,9,9
1643,애월읍사무소,JD110073,01,06,제주특별자치도 제주시 애월읍 일주서로 6322,33.46214973,126.32918450,20220621111810,20220621101958,20220621103104,20220621101958,,,50,,,Y,9,9
1644,하추자보건진료소,JD110074,01,02,제주특별자치도 제주시 추자면 추자로 587,33.94618002,126.32918624,20220621111810,20220617141500,20220617151633,20220617141500,,,50,,,Y,9,9
1645,정존공영주차장,JD110075,01,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220621085129,20220621091716,20220621085129,50,단독,50,,,N,9,9
1646,정존공영주차장,JD110075,02,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220619191137,20220619195137,20220621104205,50,단독,50,,,N,9,9
1647,정존공영주차장,JD110075,03,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220621064025,20220621071854,20220621064025,50,단독,50,,,N,9,9
1648,정존공영주차장,JD110075,04,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220620201406,20220620205406,20220620201406,50,단독,50,,,N,9,9
1649,정존공영주차장,JD110075,05,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220621000906,20220621004906,20220621000906,50,단독,50,,,N,9,9
1650,정존공영주차장,JD110075,06,06,제주특별자치도 제주시 수덕5길 34,33.485476,126.474753,20220621111810,20220620215059,20220620223059,20220620215059,50,단독,50,,,N,9,9
1651,웅전공영주차장,JD110076,01,06,제주특별자치도 제주시 노형동,33.482514,126.471878,20220621111810,20220620193827,20220620201827,20220620193827,50,단독,50,,,N,9,9
1652,수덕공영주차장,JD110077,01,06,제주특별자치도 제주시 노형동,33.483614,126.474302,20220621111810,20220621063239,20220621064620,20220621063239,50,단독,50,,,N,9,9
1653,도련공영주차장,JD110078,01,06,제주특별자치도 제주시 도련일동,33.507674,126.588111,20220621111810,20220620192801,20220620200013,20220620192801,50,단독,50,,,N,9,9
1654,도련공영주차장,JD110078,02,06,제주특별자치도 제주시 도련일동,33.507674,126.588111,20220621111810,20220526021641,20220526025641,20220526021641,50,단독,50,,,N,9,9
1655,이도2동공영주차장,JD110079,01,06,제주특별자치도 제주시 이도2동,33.496343,126.536988,20220621111810,20220620191043,20220620195043,20220620191043,50,단독,50,,,N,9,9
1656,인제공영주차장,JD110080,01,06,제주특별자치도 제주시 고마로19길 5,33.5048166,126.5419257,20220621111810,20220621083514,20220621085905,20220621102459,50,단독,50,,,Y,9,9
1657,인제공영주차장,JD110080,02,06,제주특별자치도 제주시 고마로19길 5,33.5048166,126.5419257,20220621111810,20220621095347,20220621103347,20220621095347,50,단독,50,,,Y,9,9
1658,우성아파트 1단지,JD110081,01,06,제주특별자치도 제주시 태성로 3,33.5020582,126.5487189,20220621111810,20220619101837,20220619105837,,,단독,50,,,Y,9,9
1659,탑동제1공영주차장,JD110082,01,06,제주특별자치도 제주시 삼도이동 1263,33.517269269,126.52417379,20220621111810,20220620235504,20220621003504,20220620235504,50,단독,50,,,Y,9,9
1660,성내 공영주차장,JD110083,01,06,제주특별자치도 제주시 삼도이동 839,33.512142478,126.52003969,20220621111810,20220621094155,20220621101257,20220621094155,50,단독,50,,,N,9,9
1661,제주순복음사회복지관,JD110084,01,06,제주특별자치도 제주시 천수동로 25,33.5083233,126.5459115,20220621111810,20220621093908,20220621101908,20220621093908,50,단독,50,,,Y,9,9
1662,제주화물자동차공영차고지,JD110085,01,06,제주특별자치도 제주시 영평동 252,33.497810002,126.58000461,20220621111810,20220620102421,20220620110421,20220620102421,50,단독,50,,,Y,9,9
1663,제주화물자동차공영차고지,JD110085,02,06,제주특별자치도 제주시 영평동 252,33.497810002,126.58000461,20220621111810,20220620131748,20220620135748,20220620131748,50,단독,50,,,Y,9,9
1664,화북공업단지남측공영주차장,JD110086,01,06,제주특별자치도 제주시 화북이동 3645-4,33.511892020,126.56092385,20220621111810,20220619212645,20220619213355,20220619212645,50,단독,50,,,Y,9,9
1665,동명아파트북측공영주차장,JD110087,01,06,제주특별자치도 제주시 삼양이동 2133-5,33.522102135,126.58453762,20220621111810,20220620203724,20220620211724,20220620203724,50,단독,50,,,Y,9,9
1666,삼양해수욕장 인근공영주차장,JD110088,01,06,제주특별자치도 제주시 삼양일동 1657-8,33.524773919,126.58685786,20220621111810,20220621051146,20220621055146,20220621051146,50,단독,50,,,Y,9,9
1667,삼양해수욕장 인근공영주차장,JD110088,02,06,제주특별자치도 제주시 삼양일동 1657-8,33.524773919,126.58685786,20220621111810,20220621075828,20220621083828,20220621075828,50,단독,50,,,Y,9,9
1668,삼부장미아파트남측공영주차장,JD110089,01,06,제주특별자치도 제주시 삼양일동 1628-7,33.526871690,126.59050718,20220621111810,20220620131102,20220620135102,20220620131102,50,단독,50,,,Y,9,9
1669,신흥리공영주차장,JD110090,01,06,제주특별자치도 제주시 조천읍 신흥리 530-8,33.548065074,126.65031897,20220621111810,20220620223807,20220620231807,20220620223807,50,단독,50,,,Y,9,9
1670,지미봉주차장,JD110091,01,06,제주특별자치도 제주시 구좌읍 종달리 산2,33.497413775,126.90552629,20220621111810,20220409130742,20220409131701,20220407161023,50,단독,50,,,Y,9,9
1671,지미봉주차장,JD110091,02,06,제주특별자치도 제주시 구좌읍 종달리 산2,33.497413775,126.90552629,20220621111810,20220615195733,20220615200330,20220615195733,50,단독,50,,,Y,9,9
1672,우도면서광리사무소,JD110092,01,06,제주특별자치도 제주시 우도면 연평리 2174-1,33.508177622,126.94911047,20220621111810,20220616162007,20220616162521,20220616162007,50,단독,50,,,Y,9,9
1673,고산동산공영주차장,JD110094,01,06,제주특별자치도 제주시 이도이동 1012-10,33.495664267,126.53141566,20220621111810,20220620184210,20220620192210,20220621101452,50,단독,50,,,Y,9,9
1674,이도이동노외공영주차장,JD110095,01,06,제주특별자치도 제주시 이도이동 1982-3,33.490438484,126.54281737,20220621111810,20220620220300,20220620224300,20220620220300,50,단독,50,,,Y,9,9
1675,이도2지구공영주차장,JD110096,01,06,제주특별자치도 제주시 이도이동 1992-7,33.491642896,126.53785143,20220621111810,20220621092347,20220621094827,20220621104117,50,단독,50,,,Y,9,9
1676,도로관리과,JD110097,01,06,제주특별자치도 제주시 연동 324-37,33.485141988,126.50051700,20220621111810,20220621094915,20220621101030,20220621104543,50,단독,50,,,Y,9,9
1677,신제주공영주차장,JD110098,01,06,제주특별자치도 제주시 연동 272-31,33.489052730,126.49149252,20220621111810,20220621074407,20220621081107,20220621074407,50,단독,50,,,Y,9,9
1678,신제주공영주차장,JD110098,02,06,제주특별자치도 제주시 연동 272-31,33.489052730,126.49149252,20220621111810,20220620172840,20220620180840,20220620172840,50,단독,50,,,Y,9,9
1679,노형2지구 공영주차장,JD110099,01,06,제주특별자치도 제주시 노형동 3800-6,33.480332005,126.47758006,20220621111810,20220621100300,20220621102846,20220621100300,50,단독,50,,,Y,9,9
1680,출입국관리사무소,JD110100,01,06,제주특별자치도 제주시 용담로 3,33.513743772,126.50331538,20220621111810,20220621060925,20220621061713,20220621053742,50,단독,50,,,Y,9,9
1681,도두공영주차장,JD110101,01,06,제주특별자치도 제주시 도두일동 2618-1,33.504248204,126.46393872,20220621111810,20220621080213,20220621084031,20220621080213,50,단독,50,,,Y,9,9
1682,외도구획정리지구공영주차장,JD110102,01,06,제주특별자치도 제주시 외도이동 448-3,33.491752167,126.43223576,20220621111810,20220621095339,20220621100230,20220621102845,50,단독,50,,,Y,9,9
1683,외도구획정리지구공영주차장,JD110102,02,06,제주특별자치도 제주시 외도이동 448-3,33.491752167,126.43223576,20220621111810,20220619105210,20220620221727,20220619105210,50,단독,50,,,Y,9,9
1684,귀덕1리사무소,JD110103,01,06,제주특별자치도 제주시 한림읍 귀덕리 735-18,33.436392861,126.29804441,20220621111810,20220620083912,20220620090143,20220620083912,50,단독,50,,,Y,9,9
1685,귀덕1리사무소,JD110103,02,06,제주특별자치도 제주시 한림읍 귀덕리 735-18,33.436392861,126.29804441,20220621111810,20220620105940,20220620112759,20220620105940,50,단독,50,,,Y,9,9
1686,관음사,JD110104,01,06,제주특별자치도 제주시 아라일동 387-1,33.426168848,126.55785246,20220621111810,20220621085840,20220621093840,20220621101436,50,단독,50,,,Y,9,9
1687,관음사,JD110104,02,06,제주특별자치도 제주시 아라일동 387-1,33.426168848,126.55785246,20220621111810,20220619133407,20220619141407,20220621103957,50,단독,50,,,Y,9,9
1688,한림오일시장 주차장,JD110105,01,06,제주특별자치도 제주시 한림읍 대림리 413,33.419678675,126.27532469,20220621111810,20220609121732,20220609125638,20220609121732,50,단독,50,,,Y,9,9
1689,한림오일시장 주차장,JD110105,02,06,제주특별자치도 제주시 한림읍 대림리 413,33.419678675,126.27532469,20220621111810,20220618083106,20220618091106,20220618083106,50,단독,50,,,Y,9,9
1690,협재리사무소,JD110107,01,06,제주특별자치도 제주시 한림읍 협재리 1560-3,33.397374363,126.24607497,20220621111810,20220620151047,20220620155047,20220620151047,50,단독,50,,,Y,9,9
1691,협재리사무소,JD110107,02,06,제주특별자치도 제주시 한림읍 협재리 1560-3,33.397374363,126.24607497,20220621111810,20220619123106,20220619131106,20220619123106,50,단독,50,,,Y,9,9
1692,도남공영주차장,JD110108,01,06,제주특별자치도 제주시 도남동 574-3,33.490434625,126.52009718,20220621111810,,,,50,단독,50,,,N,9,9
1693,도남공영주차장,JD110108,02,06,제주특별자치도 제주시 도남동 574-3,33.490434625,126.52009718,20220621111810,,,,50,단독,50,,,N,9,9
1694,도남공영주차장,JD110108,03,06,제주특별자치도 제주시 도남동 574-3,33.490434625,126.52009718,20220621111810,20220610101013,20220610101102,20220610101013,50,단독,50,,,N,9,9
1695,도남공영주차장,JD110108,04,06,제주특별자치도 제주시 도남동 574-3,33.490434625,126.52009718,20220621111810,,,,50,단독,50,,,N,9,9
1696,도남공영주차장,JD110108,05,06,제주특별자치도 제주시 도남동 574-3,33.490434625,126.52009718,20220621111810,,,,50,단독,50,,,N,9,9
1697,KCC스위첸 동측 공영주차장,JD110109,01,06,제주특별자치도 제주시 아라1동 6093-4,33.473678527,126.54477337,20220621111810,,,,50,단독,50,,,N,9,9
1698,KCC스위첸 동측 공영주차장,JD110109,02,06,제주특별자치도 제주시 아라1동 6093-4,33.473678527,126.54477337,20220621111810,,,,50,단독,50,,,N,9,9
